Timestamp,Signal_Type,Price,Quantity,Diff_MA_At_Signal
4182,BUY,1581.19,100,-43.5791
4183,BUY,1575.28,100,-48.5239
4184,BUY,1577.88,100,-47.7956
4185,BUY,1581.49,100,-37.2524
4189,BUY,1589.5,100,-34.7111
4190,BUY,1574.9,100,-54.3057
4191,BUY,1581.35,100,-43.055
4192,BUY,1570.13,100,-47.5983
4193,BUY,1570.7,100,-40.3442
4194,BUY,1572.12,100,-53.3327
4195,BUY,1572.19,100,-59.6379
4196,BUY,1573.66,100,-59.0505
4197,BUY,1582.1,100,-64.1669
4198,BUY,1580.02,100,-77.6466
4199,BUY,1592.05,100,-76.277
4200,BUY,1596.28,100,-76.5104
4201,BUY,1600.56,100,-71.0714
4202,BUY,1609.63,100,-62.3166
4203,BUY,1620.27,100,-52.5383
4204,BUY,1619.22,100,-51.196
4205,BUY,1614.85,100,-53.9911
4206,BUY,1624.2,100,-40.6085
4215,BUY,1616.75,100,-36.6917
4228,SELL,1669.22,-100,37.8867
4229,SELL,1683.19,-100,61.3134
4230,SELL,1684.72,-100,60.5679
4231,SELL,1681.52,-100,52.5545
4232,SELL,1679.18,-100,54.1546
4233,SELL,1666.82,-100,43.4371
4234,SELL,1669.64,-100,48.4232
4235,SELL,1662.59,-100,47.9379
4236,SELL,1656.27,-100,45.7817
4237,SELL,1657.98,-100,48.6737
4238,SELL,1663.24,-100,58.4935
4239,SELL,1652.51,-100,47.2947
4240,SELL,1644.76,-100,41.9063
4241,SELL,1655.9,-100,59.8301
4242,SELL,1640.52,-100,41.5645
4245,SELL,1651.72,-100,56.6582
4246,SELL,1648.26,-100,58.5659
4247,SELL,1644.51,-100,59.6872
4248,SELL,1642.22,-100,43.188
4249,SELL,1635.19,-100,41.9731
4250,SELL,1637.67,-100,48.8201
4251,SELL,1650.38,-100,62.9873
4252,SELL,1649.38,-100,55.7466
4253,SELL,1646.95,-100,56.5446
4254,SELL,1647.31,-100,56.7177
4255,SELL,1657.81,-100,69.5031
4256,SELL,1654.79,-100,60.4012
4257,SELL,1642.17,-100,41.1427
4258,SELL,1638.49,-100,37.0446
4260,SELL,1632.03,-100,45.8816
4261,SELL,1629.36,-100,38.3257
4264,SELL,1622.36,-100,35.2034
4288,SELL,1607.51,-100,36.0942
4291,SELL,1593.6,-100,34.7076
4295,SELL,1602.26,-100,36.471
4297,SELL,1596.79,-100,36.0414
4299,SELL,1609.3,-100,49.1488
4300,SELL,1622.66,-100,54.7599
4302,SELL,1617.03,-100,44.7407
4303,SELL,1614.91,-100,39.8455
4304,SELL,1616.68,-100,41.2459
4305,SELL,1620.64,-100,55.8082
4306,SELL,1617.01,-100,60.6032
4307,SELL,1612.94,-100,60.0997
4308,SELL,1608.81,-100,54.7497
4309,SELL,1611.58,-100,60.7364
4310,SELL,1603.91,-100,56.9919
4311,SELL,1593.81,-100,47.2095
4312,SELL,1597.73,-100,52.8532
4313,SELL,1594.21,-100,42.4795
4314,SELL,1594.55,-100,47.7878
4344,BUY,1533.94,100,-38.7009
4345,BUY,1536.59,100,-36.7425
4346,BUY,1534.24,100,-38.6885
4360,SELL,1558.74,-100,43.4569
4362,SELL,1556.71,-100,36.6514
4363,SELL,1560.34,-100,44.5212
4364,SELL,1558.57,-100,49.7951
4365,SELL,1560.15,-100,45.1562
4366,SELL,1558.13,-100,36.5122
4367,SELL,1567.1,-100,45.7705
4368,SELL,1570.67,-100,48.7088
4369,SELL,1572.62,-100,50.8608
4370,SELL,1573.04,-100,57.4717
4371,SELL,1575.5,-100,63.6658
4372,SELL,1582.65,-100,77.1709
4373,SELL,1574.89,-100,66.8103
4374,SELL,1588.15,-100,75.8817
4375,SELL,1584.9,-100,73.3001
4376,SELL,1579,-100,76.8374
4377,SELL,1570.95,-100,66.9264
4378,SELL,1584.22,-100,79.7015
4379,SELL,1576.98,-100,77.6433
4380,SELL,1561.33,-100,66.374
4381,SELL,1554,-100,58.8987
4382,SELL,1554.18,-100,58.7872
4383,SELL,1552.75,-100,59.0373
4384,SELL,1544.35,-100,56.926
4385,SELL,1539.36,-100,57.1521
4386,SELL,1534.42,-100,59.1231
4387,SELL,1535.52,-100,64.7892
4388,SELL,1524.82,-100,50.0568
4389,SELL,1521.38,-100,55.84
4390,SELL,1499.13,-100,41.8315
4391,SELL,1507.42,-100,52.0482
4392,SELL,1502.17,-100,47.489
4393,SELL,1502.33,-100,53.9857
4394,SELL,1504.15,-100,55.418
4395,SELL,1509.98,-100,71.1304
4396,SELL,1517.87,-100,78.2798
4397,SELL,1511.64,-100,73.2663
4398,SELL,1517.43,-100,79.6287
4399,SELL,1514.55,-100,79.1284
4400,SELL,1504.49,-100,61.0885
4401,SELL,1499.77,-100,53.9254
4402,SELL,1495.45,-100,57.8286
4403,SELL,1499.16,-100,62.2549
4404,SELL,1503.01,-100,62.233
4405,SELL,1507.27,-100,65.8687
4406,SELL,1494.39,-100,50.5365
4407,SELL,1500.18,-100,53.701
4408,SELL,1498.22,-100,51.2161
4409,SELL,1493.56,-100,43.8962
4410,SELL,1493.77,-100,37.4479
4411,SELL,1496.83,-100,40.3814
4412,SELL,1499.77,-100,46.1616
4414,SELL,1487.41,-100,34.5884
4441,SELL,1443.71,-100,38.0619
4442,SELL,1446.15,-100,47.001
4443,SELL,1458.21,-100,60.8716
4444,SELL,1458.03,-100,58.466
4445,SELL,1461.3,-100,58.4326
4446,SELL,1457.67,-100,57.8423
4447,SELL,1457.15,-100,58.7579
4448,SELL,1446.5,-100,49.825
4449,SELL,1458.4,-100,59.8563
4450,SELL,1456.06,-100,53.7282
4451,SELL,1453.13,-100,51.1378
4452,SELL,1464.08,-100,66.2677
4453,SELL,1452.36,-100,56.5265
4454,SELL,1452.71,-100,60.5945
4455,SELL,1451.4,-100,57.1184
4456,SELL,1454.24,-100,61.3541
4457,SELL,1448.07,-100,49.2538
4458,SELL,1449.33,-100,47.0718
4459,SELL,1446.35,-100,51.9509
4460,SELL,1440.46,-100,44.3285
4466,SELL,1426.36,-100,38.5726
4467,SELL,1428.31,-100,45.0142
4468,SELL,1435.17,-100,50.7804
4469,SELL,1429.6,-100,51.6541
4470,SELL,1420.96,-100,38.6521
4482,SELL,1399.25,-100,36.3646
4505,SELL,1391.97,-100,39.2357
4506,SELL,1397.07,-100,37.447
4507,SELL,1397.48,-100,42.1758
4546,BUY,1343.89,100,-38.0618
4547,BUY,1338.45,100,-43.2552
4548,BUY,1341.8,100,-39.475
4551,BUY,1353.62,100,-38.4472
4552,BUY,1358.59,100,-33.6976
4553,BUY,1351.93,100,-40.1298
4554,BUY,1351.83,100,-41.5704
4555,BUY,1351.79,100,-38.5728
4557,BUY,1358.35,100,-31.7121
4558,BUY,1352.42,100,-38.7994
4559,BUY,1337.62,100,-50.3153
4560,BUY,1348.83,100,-41.0537
4561,BUY,1347.99,100,-36.0857
4562,BUY,1348.02,100,-34.3019
4563,BUY,1343.5,100,-50.3593
4564,BUY,1345.05,100,-51.1018
4565,BUY,1346.35,100,-58.0457
4566,BUY,1353.42,100,-46.8214
4567,BUY,1355.08,100,-40.5924
4568,BUY,1363.1,100,-37.9404
4593,SELL,1393.76,-100,39.5886
4594,SELL,1402.13,-100,53.9892
4595,SELL,1406.38,-100,53.9559
4596,SELL,1403.45,-100,48.4974
4597,SELL,1396.92,-100,39.4973
4598,SELL,1395.1,-100,37.605
4609,SELL,1403.28,-100,39.1194
4610,SELL,1407.43,-100,46.4381
4611,SELL,1401.71,-100,40.3468
4612,SELL,1402.59,-100,38.1356
4613,SELL,1400.57,-100,38.5931
4614,SELL,1400.97,-100,35.684
4622,BUY,1345.85,100,-39.4618
4623,BUY,1347.78,100,-41.2885
4624,BUY,1347.48,100,-46.7803
4625,BUY,1348.67,100,-45.2759
4626,BUY,1348.69,100,-44.6125
4627,BUY,1354.46,100,-43.9768
4628,BUY,1358.9,100,-46.771
4629,BUY,1356.37,100,-45.1296
4630,BUY,1363.32,100,-42.9154
4631,BUY,1356.28,100,-47.1846
4632,BUY,1360.92,100,-43.1712
4633,BUY,1358.77,100,-49.1641
4634,BUY,1360.03,100,-46.2451
4635,BUY,1357.5,100,-47.0786
4636,BUY,1360.19,100,-44.3635
4637,BUY,1358.19,100,-44.6531
4638,BUY,1355.72,100,-40.4343
4639,BUY,1354.02,100,-46.9324
4640,BUY,1339.3,100,-60.643
4641,BUY,1345.32,100,-62.0223
4642,BUY,1347.56,100,-58.7721
4643,BUY,1351.91,100,-59.3426
4644,BUY,1353.11,100,-60.4938
4645,BUY,1351.07,100,-60.7403
4646,BUY,1367.52,100,-47.7465
4647,BUY,1368.02,100,-41.9041
4648,BUY,1361.25,100,-60.4148
4649,BUY,1368.53,100,-57.2625
4650,BUY,1374.57,100,-46.8328
4651,BUY,1376.27,100,-44.2761
4652,BUY,1377.98,100,-40.6336
4653,BUY,1384.22,100,-37.0819
4684,BUY,1416.86,100,-44.1309
4685,BUY,1423.28,100,-32.4483
4686,BUY,1424.27,100,-38.3201
4687,BUY,1427.91,100,-38.6055
4688,BUY,1429.19,100,-32.1696
4689,BUY,1426.87,100,-34.2824
4697,BUY,1437.77,100,-34.2153
4700,BUY,1442.49,100,-33.3862
4701,BUY,1431.5,100,-46.1425
4702,BUY,1437.29,100,-38.2005
4703,BUY,1444.71,100,-34.0807
4704,BUY,1447.56,100,-31.0123
4705,BUY,1444.23,100,-36.8248
4706,BUY,1441.4,100,-49.3597
4707,BUY,1454.32,100,-31.0078
4739,SELL,1455.67,-100,41.8657
4741,SELL,1459.37,-100,39.8121
4742,SELL,1455.9,-100,38.363
4743,SELL,1463.35,-100,43.8575
4745,SELL,1455.24,-100,40.9821
4746,SELL,1453.49,-100,37.9193
4747,SELL,1458.6,-100,36.2251
4749,SELL,1469.43,-100,43.319
4750,SELL,1462.65,-100,37.4649
4752,SELL,1461.92,-100,39.9716
4753,SELL,1461.44,-100,34.5519
4754,SELL,1471.32,-100,48.9781
4755,SELL,1467.66,-100,46.1826
4756,SELL,1467.82,-100,46.3273
4757,SELL,1458.89,-100,35.4475
4796,BUY,1409.77,100,-48.8624
4797,BUY,1409.84,100,-48.2458
4798,BUY,1411.04,100,-45.5023
4799,BUY,1416.41,100,-30.7746
4801,BUY,1421.28,100,-32.9475
4814,BUY,1431.5,100,-34.3978
4815,BUY,1432.89,100,-30.4071
4816,BUY,1424.56,100,-39.783
4817,BUY,1422.25,100,-43.0668
4818,BUY,1426.88,100,-49.1313
4819,BUY,1420.47,100,-57.6382
4820,BUY,1420.66,100,-55.7838
4821,BUY,1420.51,100,-60.4543
4822,BUY,1425.94,100,-43.3753
4917,SELL,1452.51,-100,35.5204
4918,SELL,1461.5,-100,49.7437
4919,SELL,1469.13,-100,58.3699
4920,SELL,1461.22,-100,47.3131
4921,SELL,1454.59,-100,38.7077
4936,SELL,1450.7,-100,39.0037
4939,SELL,1454.86,-100,38.5923
4940,SELL,1446.29,-100,39.1274
4959,BUY,1412.75,100,-34.9896
4960,BUY,1417,100,-33.8033
4961,BUY,1402.34,100,-54.694
4962,BUY,1401.47,100,-55.05
4963,BUY,1400.94,100,-57.3644
4964,BUY,1412.47,100,-52.6486
4965,BUY,1411.76,100,-53.7252
4966,BUY,1411.65,100,-60.0964
4967,BUY,1420.35,100,-44.9373
4968,BUY,1422.9,100,-44.0872
4969,BUY,1428.27,100,-41.9157
4970,BUY,1415.44,100,-46.0853
4971,BUY,1423.51,100,-33.1208
4972,BUY,1425.81,100,-33.0929
4975,BUY,1414.55,100,-36.6305
4976,BUY,1423.35,100,-31.1287
4978,BUY,1421.5,100,-35.3933
4985,BUY,1428.49,100,-31.0973
5028,BUY,1449.44,100,-31.4719
5029,BUY,1445.67,100,-31.8009
5030,BUY,1438.3,100,-44.6416
5031,BUY,1439.01,100,-47.7287
5032,BUY,1437.54,100,-41.9144
5039,SELL,1481.72,-100,35.8373
5040,SELL,1483.24,-100,34.4113
5041,SELL,1480.17,-100,41.4342
5042,SELL,1485.24,-100,43.6017
5043,SELL,1490.05,-100,51.6801
5044,SELL,1488.94,-100,47.6922
5045,SELL,1500.8,-100,46.9765
5046,SELL,1487.61,-100,39.0374
5066,BUY,1427.68,100,-36.2334
5067,BUY,1425.43,100,-33.5713
5068,BUY,1418.24,100,-48.9172
5069,BUY,1427.08,100,-40.3821
5070,BUY,1436.39,100,-32.4942
5071,BUY,1423.08,100,-48.7701
5072,BUY,1432.01,100,-36.9527
5073,BUY,1431.72,100,-43.3182
5074,BUY,1435.57,100,-40.3696
5079,BUY,1441.16,100,-31.2829
5086,BUY,1441.23,100,-32.3041
5097,BUY,1454.21,100,-31.6871
5130,BUY,1437.27,100,-41.1797
5131,BUY,1438.49,100,-44.5922
5132,BUY,1440.68,100,-39.4302
5133,BUY,1436.1,100,-52.1905
5134,BUY,1447.99,100,-36.1517
5136,BUY,1447.75,100,-34.5491
5147,BUY,1459.28,100,-32.8313
5153,BUY,1463.97,100,-32.815
5225,BUY,1462.37,100,-32.0851
5292,SELL,1526.39,-100,36.0428
5339,SELL,1509.21,-100,38.3552
5355,BUY,1457.66,100,-32.2058
5356,BUY,1454.78,100,-37.7238
5357,BUY,1449.08,100,-40.6135
5358,BUY,1457.13,100,-37.1615
5359,BUY,1457.15,100,-38.0331
5360,BUY,1451.74,100,-41.2342
5361,BUY,1451.51,100,-45.5389
5362,BUY,1462.75,100,-34.4564
5363,BUY,1463.42,100,-44.1315
5364,BUY,1462.52,100,-45.9986
5366,BUY,1468.43,100,-46.3145
5367,BUY,1472.8,100,-41.2007
5368,BUY,1484.31,100,-30.6869
5369,BUY,1479.97,100,-40.7206
5370,BUY,1470.12,100,-48.2812
5371,BUY,1470.81,100,-47.6695
5372,BUY,1472.99,100,-50.2394
5373,BUY,1472.05,100,-50.5209
5374,BUY,1476.77,100,-40.7302
5375,BUY,1476.83,100,-38.1492
5376,BUY,1473.52,100,-45.2998
5377,BUY,1479.56,100,-44.0277
5378,BUY,1476.25,100,-51.2625
5379,BUY,1480.63,100,-49.6346
5380,BUY,1481.55,100,-41.3729
5381,BUY,1478.28,100,-42.6184
5385,BUY,1490.5,100,-32.597
5386,BUY,1492.91,100,-34.7953
5387,BUY,1488.41,100,-42.7123
5388,BUY,1494.28,100,-40.7248
5389,BUY,1499.4,100,-38.7218
5390,BUY,1496.02,100,-39.0453
5391,BUY,1491.66,100,-50.2064
5392,BUY,1491.24,100,-44.2125
5393,BUY,1494.46,100,-38.7291
5394,BUY,1496.21,100,-43.5144
5395,BUY,1502.34,100,-33.4234
5396,BUY,1509.19,100,-32.2248
5398,BUY,1509.39,100,-35.795
5399,BUY,1516.05,100,-32.2301
5400,BUY,1507.87,100,-36.094
5401,BUY,1509,100,-37.5739
5403,BUY,1514.81,100,-34.6946
5405,BUY,1515.05,100,-37.4421
5436,BUY,1528.89,100,-37.3629
5437,BUY,1527.18,100,-35.4756
5440,BUY,1515.8,100,-43.4382
5441,BUY,1519.15,100,-39.0734
5449,BUY,1533.98,100,-30.6108
5450,BUY,1533.81,100,-32.1179
5452,BUY,1538.55,100,-35.2675
5453,BUY,1536.78,100,-30.4088
5455,BUY,1535.23,100,-32.3988
5482,SELL,1587.25,-100,35.5478
5483,SELL,1585.52,-100,42.1967
5484,SELL,1578.82,-100,44.3968
5485,SELL,1575.75,-100,53.0153
5486,SELL,1572.77,-100,39.941
5490,SELL,1571.63,-100,44.2009
5496,SELL,1558.63,-100,34.484
5502,SELL,1560.57,-100,40.3229
5529,SELL,1555.82,-100,36.0156
5531,SELL,1554.35,-100,40.4583
5533,SELL,1550.32,-100,47.1943
5534,SELL,1537.83,-100,35.692
5535,SELL,1532.42,-100,35.1051
5536,SELL,1534.58,-100,45.9095
5537,SELL,1537.07,-100,47.3306
5538,SELL,1535.03,-100,44.8663
5539,SELL,1534.66,-100,40.6764
5540,SELL,1540.98,-100,56.6379
5541,SELL,1539.95,-100,50.7817
5542,SELL,1543.21,-100,49.2346
5543,SELL,1535.95,-100,42.1427
5547,SELL,1521.29,-100,42.2479
5548,SELL,1520.54,-100,41.6325
5549,SELL,1521.79,-100,39.9576
5551,SELL,1516.84,-100,42.3722
5552,SELL,1518.07,-100,47.0654
5553,SELL,1521.05,-100,49.2222
5554,SELL,1513.14,-100,39.9489
5555,SELL,1513.37,-100,42.0282
5556,SELL,1525.36,-100,63.5659
5557,SELL,1525.76,-100,54.9478
5558,SELL,1516.67,-100,48.9584
5559,SELL,1512.48,-100,47.2025
5560,SELL,1506.49,-100,34.8143
5632,BUY,1452.94,100,-38.6573
5633,BUY,1450.24,100,-42.7778
5634,BUY,1456.5,100,-44.7388
5635,BUY,1441.32,100,-61.3503
5636,BUY,1439.5,100,-68.8726
5637,BUY,1436.27,100,-78.0342
5638,BUY,1444.55,100,-67.0215
5639,BUY,1444.21,100,-69.8045
5640,BUY,1452.15,100,-61.3088
5641,BUY,1453.85,100,-61.1314
5642,BUY,1469.86,100,-44.8453
5643,BUY,1474.88,100,-40.5856
5644,BUY,1469.14,100,-45.2815
5645,BUY,1475.6,100,-37.7146
5646,BUY,1479.4,100,-33.4869
5647,BUY,1478.09,100,-37.5094
5648,BUY,1468.31,100,-49.7753
5649,BUY,1466.43,100,-46.1078
5655,BUY,1474.48,100,-38.601
5656,BUY,1481.27,100,-31.4158
5657,BUY,1477.05,100,-41.9956
5658,BUY,1468.76,100,-42.8816
5659,BUY,1469.09,100,-45.2
5660,BUY,1471.98,100,-42.6702
5661,BUY,1464.42,100,-47.1116
5662,BUY,1475.46,100,-38.931
5663,BUY,1487.37,100,-35.1353
5706,BUY,1510.12,100,-37.2532
5707,BUY,1509.52,100,-35.546
5708,BUY,1508.45,100,-40.8819
5709,BUY,1510.32,100,-38.4253
5710,BUY,1502.24,100,-43.6528
5711,BUY,1500.85,100,-48.383
5712,BUY,1496.36,100,-61.2471
5713,BUY,1502.76,100,-53.4352
5714,BUY,1504.06,100,-58.8328
5715,BUY,1504.23,100,-56.4403
5716,BUY,1507.52,100,-59.3934
5717,BUY,1514.03,100,-52.7538
5718,BUY,1508.97,100,-61.6391
5719,BUY,1503.81,100,-56.071
5720,BUY,1500.92,100,-50.9448
5721,BUY,1493.57,100,-57.3213
5722,BUY,1499.23,100,-46.2251
5723,BUY,1486.8,100,-65.9427
5724,BUY,1488.86,100,-64.1543
5725,BUY,1494.04,100,-60.1622
5726,BUY,1483.1,100,-74.3936
5727,BUY,1495.86,100,-60.4579
5728,BUY,1498.1,100,-59.9127
5729,BUY,1507.14,100,-48.5475
5730,BUY,1512.63,100,-50.4275
5731,BUY,1512.18,100,-64.0182
5732,BUY,1516.71,100,-55.671
5733,BUY,1523.97,100,-36.7887
5801,SELL,1611.64,-100,37.3421
5802,SELL,1623.49,-100,50.5192
5803,SELL,1609.47,-100,36.6966
5825,BUY,1568.61,100,-31.1784
5826,BUY,1563.53,100,-31.6847
5832,BUY,1559.79,100,-39.0486
5833,BUY,1560.59,100,-37.7774
5834,BUY,1565.14,100,-31.0874
5835,BUY,1563.34,100,-31.3051
5868,BUY,1567.73,100,-35.0864
5869,BUY,1568.66,100,-36.5542
5871,BUY,1578.49,100,-33.0448
5872,BUY,1572.7,100,-35.5948
5873,BUY,1565.36,100,-40.5635
5874,BUY,1557.02,100,-50.8661
5875,BUY,1569.3,100,-36.6293
5876,BUY,1560.59,100,-53.5835
5877,BUY,1556.29,100,-56.3338
5878,BUY,1557.54,100,-53.9221
5879,BUY,1565.52,100,-46.2874
5880,BUY,1566.69,100,-47.725
5881,BUY,1572.23,100,-33.6319
5885,BUY,1577.98,100,-31.6303
5886,BUY,1574.52,100,-33.3802
5917,BUY,1602.53,100,-31.6994
5918,BUY,1589.98,100,-41.917
5920,BUY,1604.23,100,-30.4493
5923,BUY,1593.44,100,-43.335
5924,BUY,1579.92,100,-64.2767
5925,BUY,1587.5,100,-55.5413
5926,BUY,1587.35,100,-66.8141
5927,BUY,1591.9,100,-61.1491
5928,BUY,1599.58,100,-52.8643
5929,BUY,1602.47,100,-41.3333
5930,BUY,1597.09,100,-49.2671
5931,BUY,1594.64,100,-66.1387
5932,BUY,1597.59,100,-64.5487
5933,BUY,1599.34,100,-60.2794
5934,BUY,1592.63,100,-61.1207
5935,BUY,1606.78,100,-49.5728
5936,BUY,1607.95,100,-47.5954
5937,BUY,1602.11,100,-54.411
5942,BUY,1605.8,100,-36.0844
5948,BUY,1613.95,100,-34.9186
5949,BUY,1619.39,100,-36.6357
5950,BUY,1619.85,100,-33.3298
5951,BUY,1611.49,100,-44.1012
5952,BUY,1616.27,100,-45.876
5953,BUY,1622.85,100,-39.2574
5992,SELL,1671.82,-100,38.726
5993,SELL,1665.63,-100,44.2562
6002,BUY,1622.63,100,-35.0653
6003,BUY,1621.45,100,-30.4739
6036,BUY,1623.94,100,-37.2664
6037,BUY,1625.23,100,-34.0044
6054,SELL,1675.28,-100,38.1255
6084,BUY,1626.04,100,-47.7622
6085,BUY,1624.59,100,-40.059
6086,BUY,1613.3,100,-49.589
6087,BUY,1614.27,100,-48.0312
6088,BUY,1625.76,100,-42.354
6089,BUY,1615.2,100,-49.5045
6090,BUY,1623.46,100,-36.1458
6091,BUY,1618.6,100,-41.9172
6092,BUY,1618.85,100,-45.6305
6093,BUY,1621.05,100,-38.6943
6094,BUY,1630.72,100,-35.4821
6095,BUY,1633.14,100,-46.6098
6096,BUY,1632.4,100,-48.2992
6097,BUY,1639.71,100,-45.8542
6098,BUY,1643.66,100,-57.1772
6099,BUY,1650.06,100,-57.1399
6100,BUY,1660.17,100,-45.6382
6101,BUY,1664.56,100,-38.21
6102,BUY,1665.65,100,-38.6378
6103,BUY,1657.85,100,-49.8403
6104,BUY,1658.66,100,-50.5947
6105,BUY,1655.53,100,-57.9984
6106,BUY,1648.55,100,-74.5638
6107,BUY,1648.1,100,-82.6447
6108,BUY,1649.27,100,-83.0049
6109,BUY,1659.69,100,-80.3067
6110,BUY,1670.1,100,-65.5435
6111,BUY,1681,100,-60.1522
6112,BUY,1687.28,100,-52.002
6113,BUY,1687.61,100,-55.5611
6114,BUY,1691.96,100,-50.7403
6115,BUY,1686.57,100,-46.2727
6116,BUY,1679.39,100,-52.2413
6117,BUY,1665.83,100,-73.9568
6118,BUY,1669.47,100,-75.3794
6119,BUY,1662.1,100,-88.1698
6120,BUY,1650.57,100,-95.7561
6121,BUY,1659.26,100,-83.5001
6122,BUY,1662.38,100,-77.5481
6123,BUY,1657.61,100,-82.626
6124,BUY,1673.85,100,-66.1767
6125,BUY,1676.89,100,-58.4518
6126,BUY,1670.38,100,-62.2276
6127,BUY,1675.41,100,-67.8875
6128,BUY,1694.44,100,-45.3827
6129,BUY,1701.46,100,-32.9263
6130,BUY,1699.25,100,-43.6488
6131,BUY,1694.54,100,-41.6668
6132,BUY,1688.5,100,-50.8732
6133,BUY,1692.74,100,-38.9066
6134,BUY,1698.21,100,-43.2236
6136,BUY,1704.77,100,-33.6107
6153,BUY,1746.58,100,-33.3271
6154,BUY,1743.53,100,-31.3517
6159,BUY,1733.82,100,-30.652
6163,BUY,1731.33,100,-38.4454
6165,BUY,1739.39,100,-31.6545
6167,BUY,1740.12,100,-34.4267
6168,BUY,1733.91,100,-39.4344
6185,SELL,1788.51,-100,49.7503
6188,SELL,1770.83,-100,34.8175
6195,SELL,1794.52,-100,39.8779
6196,SELL,1791.02,-100,40.3988
6197,SELL,1791.79,-100,47.2216
6198,SELL,1797.13,-100,50.5696
6199,SELL,1796.02,-100,48.5009
6200,SELL,1793.18,-100,56.1979
6231,BUY,1739.46,100,-36.9511
6232,BUY,1747.7,100,-34.4597
6233,BUY,1738.96,100,-44.2106
6234,BUY,1747.61,100,-35.9405
6236,BUY,1741.46,100,-40.7559
6237,BUY,1739.7,100,-49.837
6238,BUY,1735.35,100,-51.4424
6239,BUY,1747.47,100,-32.7754
6245,BUY,1757.37,100,-38.3788
6246,BUY,1754.94,100,-42.6312
6247,BUY,1748.43,100,-60.6972
6248,BUY,1757.1,100,-43.9653
6249,BUY,1766.97,100,-33.6752
6250,BUY,1751.73,100,-56.1726
6251,BUY,1750.27,100,-45.2281
6252,BUY,1759.71,100,-36.9846
6255,BUY,1762.22,100,-30.9814
6256,BUY,1756.7,100,-42.7352
6257,BUY,1755.53,100,-52.3578
6258,BUY,1764.57,100,-42.8066
6259,BUY,1766.85,100,-41.7006
6260,BUY,1764.45,100,-49.1939
6302,SELL,1813.84,-100,39.4982
6303,SELL,1810.48,-100,41.6565
6304,SELL,1807.67,-100,40.5792
6305,SELL,1816.14,-100,44.7415
6306,SELL,1821.22,-100,51.7417
6307,SELL,1802.26,-100,34.9721
6308,SELL,1808.59,-100,38.6332
6309,SELL,1817.97,-100,44.1039
6315,SELL,1803.52,-100,35.8188
6316,SELL,1798.32,-100,35.4363
6318,SELL,1797.65,-100,37.3785
6325,SELL,1804.75,-100,37.6855
6326,SELL,1807.56,-100,36.8878
6327,SELL,1803.89,-100,38.5289
6328,SELL,1796.43,-100,34.7984
6340,SELL,1808.61,-100,46.4101
6368,SELL,1789.01,-100,36.9115
6369,SELL,1782.15,-100,38.5701
6370,SELL,1781.26,-100,37.2626
6371,SELL,1776.47,-100,35.834
6372,SELL,1778.2,-100,36.2672
6373,SELL,1786.87,-100,38.04
6382,SELL,1803.22,-100,43.2904
6383,SELL,1799.1,-100,34.9741
6384,SELL,1811.09,-100,41.1136
6385,SELL,1812.88,-100,42.7382
6386,SELL,1804.36,-100,41.0519
6390,SELL,1794.22,-100,37.5906
6391,SELL,1797.25,-100,43.9474
6392,SELL,1788.11,-100,37.7152
6393,SELL,1791.27,-100,47.3748
6394,SELL,1791.48,-100,52.0113
6409,SELL,1804.61,-100,48.2334
6410,SELL,1794.05,-100,35.3783
6414,SELL,1773.47,-100,36.0406
6415,SELL,1773.32,-100,40.1324
6416,SELL,1775.72,-100,52.0479
6417,SELL,1781.27,-100,57.598
6418,SELL,1790.41,-100,58.2493
6419,SELL,1792.96,-100,67.5574
6420,SELL,1781.12,-100,52.3947
6421,SELL,1776.69,-100,51.7047
6422,SELL,1771.83,-100,49.5297
6423,SELL,1770.28,-100,52.3537
6424,SELL,1764.66,-100,49.4461
6425,SELL,1779.29,-100,59.8943
6426,SELL,1769.44,-100,45.7923
6427,SELL,1782.61,-100,52.4912
6428,SELL,1789.65,-100,50.0753
6429,SELL,1788.73,-100,55.5585
6430,SELL,1788.91,-100,56.0867
6431,SELL,1785.24,-100,53.077
6432,SELL,1787.51,-100,65.2301
6433,SELL,1774.56,-100,39.1224
6436,SELL,1773.92,-100,43.3618
6437,SELL,1770.12,-100,38.203
6438,SELL,1775.69,-100,44.2329
6439,SELL,1768.19,-100,45.8232
6440,SELL,1772.36,-100,58.8245
6441,SELL,1773.34,-100,65.5128
6442,SELL,1777.56,-100,67.7882
6443,SELL,1775.55,-100,76.4089
6444,SELL,1763.06,-100,75.2577
6445,SELL,1761.06,-100,64.8785
6446,SELL,1748.97,-100,42.9207
6447,SELL,1749.43,-100,43.4581
6448,SELL,1755.74,-100,44.34
6449,SELL,1752.03,-100,48.4288
6450,SELL,1760.02,-100,53.422
6451,SELL,1761.88,-100,50.4848
6452,SELL,1754.5,-100,47.5676
6458,SELL,1747.37,-100,45.5633
6459,SELL,1739.42,-100,36.2328
6461,SELL,1732.23,-100,39.9526
6463,SELL,1733.34,-100,37.2925
6464,SELL,1742.8,-100,48.7371
6465,SELL,1740.68,-100,42.5496
6473,BUY,1684.76,100,-47.3248
6474,BUY,1669.69,100,-70.2609
6475,BUY,1681.33,100,-52.5749
6476,BUY,1694.12,100,-31.6735
6477,BUY,1693.4,100,-36.9219
6478,BUY,1696.24,100,-40.2675
6479,BUY,1684.05,100,-43.9273
6480,BUY,1675.76,100,-59.3124
